"","RVSN_ADDR_CD","year","misc_n","misc_cost","misc_case","deliv_n","deliv_cost","deliv_case","N46_n","N97_n","O00_n","O01_n","O02_n","O03_n","O05_n","O06_n","O08_n","O80_n","O81_n","O82_n","O83_n","O84_n","Z32_n","O04_n","NA_n","O07_n","N46_cost","N97_cost","O00_cost","O01_cost","O02_cost","O03_cost","O05_cost","O06_cost","O08_cost","O80_cost","O81_cost","O82_cost","O83_cost","O84_cost","Z32_cost","O04_cost","NA_cost","O07_cost","N46_case","N97_case","O00_case","O01_case","O02_case","O03_case","O05_case","O06_case","O08_case","O80_case","O81_case","O82_case","O83_case","O84_case","Z32_case","O04_case","NA_case","O07_case"
"1075",45790,2023,19,7324420,50,40,96379890,43,45,64,1,0,14,2,0,0,2,13,2,23,0,2,15,0,0,0,8125190,107772820,288450,0,6242220,260560,0,0,533190,29735540,5608880,54656400,0,6379070,6197990,0,0,0,80,422,5,0,36,6,0,0,3,13,2,26,0,2,63,0,0,0
"1076",45800,2018,21,10535780,46,13,28021110,17,55,83,7,0,10,1,1,1,1,2,3,8,0,0,13,0,0,0,10482340,80202320,6689910,0,3424650,318420,15310,70980,16510,3362120,5834370,18824620,0,0,3059000,0,0,0,93,681,15,0,26,2,1,1,1,2,3,12,0,0,35,0,0,0
"1077",45800,2019,25,24001340,65,31,74401560,35,51,88,8,0,10,1,2,1,2,8,8,13,1,1,15,1,0,0,6727950,106830100,16807480,0,5273160,66590,1233860,316830,71300,14299580,16353800,37853840,2638130,3256210,13487130,232120,0,0,80,777,31,0,20,2,2,3,4,9,8,14,2,2,40,3,0,0
"1078",45800,2020,33,15736110,65,28,85077670,33,44,72,4,0,17,2,3,1,6,4,4,19,1,0,17,0,0,0,11398800,116830670,7331110,0,5209320,385100,145790,1976840,687950,8317840,7662900,67570010,1526920,0,7177790,0,0,0,93,686,10,0,33,2,3,9,8,4,4,24,1,0,49,0,0,0
"1079",45800,2021,20,8589000,42,42,119334340,56,36,69,5,0,7,4,1,1,2,7,9,21,0,5,23,0,0,0,5085520,103875800,3535320,0,4185030,258210,160100,323910,126430,15159580,25063230,58052950,0,21058580,15221210,0,0,0,63,518,16,0,14,5,2,2,3,10,11,26,0,9,79,0,0,0
"1080",45800,2022,19,16477580,38,30,82277340,42,52,73,3,0,7,3,2,0,3,3,6,19,1,1,17,1,0,0,10164250,140407520,11760310,0,3028460,550380,203900,0,295710,9634790,15326950,51309730,3527390,2478480,10096430,638820,0,0,91,594,8,0,14,7,2,0,6,4,6,30,1,1,56,1,0,0
"1081",45800,2023,13,4120820,23,26,71367280,35,47,73,2,0,7,1,2,0,1,3,4,18,0,1,14,0,0,0,7617650,199421740,365780,0,2913200,12390,609860,0,219590,8864860,11261850,47215300,0,4025270,8140460,0,0,0,89,714,4,0,13,1,4,0,1,6,4,23,0,2,47,0,0,0
"1082",46110,2018,130,45409620,308,83,159448430,97,261,550,29,1,67,15,1,7,8,24,7,47,2,3,87,2,0,0,31878170,410987910,20458170,253770,18742870,2169480,11130,816780,2651600,35508680,11755260,102380740,3840370,5963380,11555310,305820,0,0,448,3169,99,9,154,23,1,9,11,26,7,58,3,3,237,2,0,0
"1083",46110,2019,130,63663580,298,199,400150970,230,257,511,18,0,72,16,3,6,14,48,10,125,2,14,106,1,0,0,35381580,466884540,25784820,0,26455780,2380320,397450,2372740,5452590,77935750,19975610,261052970,4285970,36900670,14734780,819880,0,0,443,3235,62,0,169,35,3,7,20,50,10,153,2,15,274,2,0,0
"1084",46110,2020,137,62707920,309,186,396378500,214,211,501,25,1,77,18,0,6,10,56,9,112,0,9,84,0,0,0,27273330,624137090,20290770,28250,34261790,2688400,0,1168630,4270080,99521240,18444760,256089310,0,22323190,14838490,0,0,0,387,3421,80,1,173,29,0,12,14,58,9,137,0,10,236,0,0,0
"1085",46110,2021,118,68034190,329,182,443875970,225,234,480,11,1,76,12,4,2,12,39,6,126,2,9,92,0,0,0,38425600,634260560,25765380,309170,32741560,2152830,390900,712240,5962110,75088600,13031330,322228960,4542560,28984520,13785220,0,0,0,410,3239,58,5,218,20,4,4,20,40,6,167,3,9,224,0,0,0
"1086",46110,2022,107,49695690,260,191,468640720,215,207,436,15,0,58,11,2,2,19,45,4,127,1,14,89,0,0,0,35184050,759349210,12716650,0,23413490,3605810,317100,26040,9616600,100534510,8956060,318554160,1937000,38658990,48086050,0,0,0,361,3328,51,0,154,22,2,2,29,47,4,148,1,15,296,0,0,0
"1087",46110,2023,93,48948720,231,199,538288990,243,206,457,18,2,43,7,1,1,19,37,5,147,1,9,82,1,0,1,49695500,781903620,20360730,254770,18007800,1932450,108040,755120,6846780,80259850,14935040,409310290,50370,33733440,49757320,583550,0,99480,370,3353,65,7,105,16,1,1,31,38,5,189,1,10,292,1,0,4
"1088",46130,2018,154,94506610,361,118,207846490,122,404,681,42,0,91,16,1,2,2,34,4,65,14,1,58,0,0,0,46363780,502596680,51379070,0,40100090,2121860,641510,148710,115370,51146430,6726480,128980650,20145560,847370,7470410,0,0,0,696,4541,122,0,203,26,4,2,4,35,4,68,14,1,158,0,0,0
"1089",46130,2019,166,94799010,359,227,474291980,267,352,683,42,1,103,17,0,1,1,46,14,127,35,5,78,1,0,0,54281830,664621840,36046900,203520,50495070,7683170,0,324940,34200,82210810,27919120,283329090,58045670,22787290,8841100,11210,0,0,693,4968,119,4,210,22,0,1,2,48,14,161,36,8,179,1,0,0
"1090",46130,2020,168,117910040,351,226,546813510,256,353,615,37,2,114,11,1,2,0,50,21,124,23,8,46,1,0,0,65598950,882817580,49024140,2045560,63345520,2775080,612870,95340,0,99055390,45885620,329640300,43571340,28660860,6401110,11530,0,0,743,5152,75,11,241,18,3,2,0,51,24,148,23,10,108,1,0,0
"1091",46130,2021,124,88344740,255,270,650236040,348,438,671,27,1,76,16,0,3,1,65,17,169,14,5,63,0,0,0,66042140,1024492560,40372010,40070,32794750,14031050,0,1026720,80140,130263560,42829980,434229530,25002070,17910900,13561710,0,0,0,813,5664,79,1,146,24,0,4,1,98,30,197,18,5,169,0,0,0
"1092",46130,2022,134,81246940,325,262,659724170,331,433,649,29,2,89,10,0,2,2,50,13,183,13,3,50,0,0,0,81783610,1164748260,31528810,1169420,45492550,2551040,0,215730,289390,100842500,33877030,481915520,25632850,17456270,32788780,0,0,0,829,5625,82,10,211,17,0,2,3,70,22,218,17,4,126,0,0,0
"1093",46130,2023,126,86441400,275,219,581010470,275,393,626,38,0,75,8,0,2,2,42,11,148,15,3,52,1,0,0,64402150,1092018830,46541020,0,37986070,661400,0,551310,309380,88332570,32237910,420699830,29806060,9934100,23005860,392220,0,0,738,5587,91,0,166,12,0,2,3,52,17,187,15,4,113,1,0,0
"1094",46150,2018,165,63791910,424,112,215028900,125,427,707,30,2,95,19,7,2,8,40,3,66,2,1,81,2,0,0,53713770,705888190,22376680,880070,34319680,2191290,1789830,26780,496530,59921930,6203780,143580200,3162220,2160770,11358320,1711050,0,0,775,5612,102,17,254,25,12,2,10,42,4,76,2,1,204,2,0,0
"1095",46150,2019,170,62443190,393,253,569798590,280,414,692,46,3,81,27,5,3,3,74,13,162,1,3,69,2,0,0,66968970,734274150,25156420,700160,31837120,2445330,88180,369650,266910,139771280,27070390,379818540,3659920,19478460,8278530,1579420,0,0,819,5235,132,11,190,39,7,4,7,77,13,185,1,4,186,3,0,0
"1096",46150,2020,169,93489520,432,230,536938040,264,443,772,45,2,87,26,1,3,4,76,10,142,1,1,65,1,0,0,83335160,994747030,38715230,575740,42170450,3839940,13760,4417110,3064360,149725130,23091010,359283350,1663540,3175010,9394450,692930,0,0,930,6197,172,4,204,39,1,5,6,86,12,164,1,1,161,1,0,0
"1097",46150,2021,186,112394760,484,235,587049900,286,573,841,42,4,107,21,4,3,4,47,12,173,1,2,68,1,0,0,101560460,1527708280,45775550,1072280,59690490,3433620,684510,1102730,560930,94119410,31745510,450604720,1548410,9031850,13189910,74650,0,0,1081,8771,160,15,254,36,6,6,6,67,26,190,1,2,207,1,0,0
"1098",46150,2022,173,115695470,494,271,715640680,362,596,805,30,4,102,22,6,2,5,75,9,179,2,6,59,2,0,0,106043970,1664847160,39395130,8506580,54918530,4258340,400510,145300,6783040,183354410,23477560,480912540,7983960,19912210,55090010,1288040,0,0,1248,8583,136,40,244,44,9,3,16,125,16,207,4,10,199,2,0,0
"1099",46150,2023,153,68739840,371,257,715125720,303,537,766,29,5,69,28,4,5,9,39,19,192,2,5,54,4,0,0,89183130,1533890090,20232900,2736620,36270540,4879590,329180,491060,1841640,94927290,52317920,533110930,6240790,28528790,23689590,1958310,0,0,1036,8353,83,35,165,48,6,6,21,54,27,211,6,5,175,7,0,0
"1100",46170,2018,88,45199900,222,59,108587220,63,183,314,33,0,37,11,2,2,3,27,4,27,1,0,89,0,0,0,23742730,247227300,24713970,0,13321200,6874580,91960,93240,104950,41362610,7351880,58918400,954330,0,15178100,0,0,0,316,2000,93,0,95,23,2,3,6,27,4,31,1,0,251,0,0,0
"1101",46170,2019,95,31610310,248,111,230996280,127,214,359,38,0,42,11,0,2,2,45,6,55,1,4,101,0,0,0,29855480,433598000,8961550,0,16295570,939180,0,4537290,876720,74670620,10583570,131924130,2144960,11673000,17214180,0,0,0,348,2562,116,0,108,20,0,2,2,46,6,69,2,4,267,0,0,0
"1102",46170,2020,111,40170930,251,141,350495830,173,245,391,31,3,49,19,2,1,5,49,1,69,5,17,106,1,0,0,38354440,684379960,11971610,2089980,19870390,4038500,301820,16140,1834980,86402610,2100290,157771360,16658660,87562910,18547250,47510,0,0,466,3318,56,19,138,29,2,1,5,55,1,89,8,20,270,1,0,0
"1103",46170,2021,125,47242250,277,166,397372750,197,240,358,43,1,53,18,0,1,7,69,1,80,5,11,117,2,0,0,38080810,678233790,19083000,114710,22393590,2298060,0,80140,2476270,138980170,3069350,214962170,10739860,29621200,28231640,796480,0,0,389,2971,106,1,134,25,0,1,7,73,1,105,7,11,339,3,0,0
"1104",46170,2022,109,43518540,281,173,429237280,211,229,372,38,2,52,9,1,1,4,60,4,91,3,15,109,2,0,0,49410670,777428870,13628770,307850,23988330,1090860,89570,370670,1924940,123159460,12930750,235369250,3918690,53859130,74587010,2117550,0,0,448,3303,95,8,152,15,1,2,6,63,4,119,3,22,389,2,0,0
"1105",46170,2023,75,29575330,189,138,396683400,162,233,352,31,2,31,7,0,2,2,44,3,81,1,9,102,0,0,0,45158700,762925430,12026140,380430,15190210,1611810,0,150770,215970,107136000,8297060,252386730,100740,28762870,47954420,0,0,0,427,3274,71,15,84,15,0,2,2,46,3,102,2,9,365,0,0,0
"1106",46230,2018,118,52322460,273,86,168723780,91,235,436,35,5,48,15,2,4,8,31,4,49,1,1,36,1,0,0,31978150,326715490,24880170,1804030,22056120,2053740,99620,458630,950790,49246290,6763040,108634010,2007630,2072810,4207530,19360,0,0,441,3044,103,14,113,23,3,5,11,32,4,53,1,1,95,1,0,0
"1107",46230,2019,134,54589310,292,127,263060420,149,266,398,27,0,75,21,3,2,5,47,10,67,3,0,40,1,0,0,43358700,396763080,15825820,0,32405090,4252130,149750,103580,1429180,83367130,20684350,148896990,10111950,0,4623930,423760,0,0,513,3128,53,0,182,39,6,3,6,52,10,78,9,0,94,3,0,0
"1108",46230,2020,89,44643330,207,162,375890960,177,302,444,16,1,47,14,3,1,4,46,4,103,1,8,39,3,0,0,44086670,552247020,16245550,186050,20358800,2673490,3679760,386330,304420,90351360,8311200,248823190,1544340,26860870,17369890,808930,0,0,556,3469,49,4,114,23,5,2,7,51,4,112,1,9,113,3,0,0
"1109",46230,2021,90,48623310,214,170,425525610,223,362,429,28,1,38,17,3,1,2,52,5,112,0,1,38,0,0,0,52452390,631740830,24316900,144260,18620120,5140530,315460,11700,74340,100612060,15680480,305134840,0,4098230,6718000,0,0,0,691,3899,90,2,86,28,4,1,3,82,9,131,0,1,103,0,0,0
"1110",46230,2022,90,64552930,210,168,439100440,217,337,389,20,2,52,14,0,1,0,32,11,117,6,2,32,1,0,0,46751690,684600580,33448920,179070,25579450,4577700,0,26930,0,73928490,30262870,316437140,10966660,7505280,27256570,740860,0,0,590,3858,54,3,121,30,0,1,0,52,20,131,12,2,126,1,0,0
"1111",46230,2023,86,57019450,196,141,426463070,177,358,433,23,1,43,15,1,0,1,33,8,98,1,1,36,2,0,0,62082310,869635670,30184120,183590,23671200,2434230,109550,0,26380,89917150,26173380,304167630,2118440,4086470,12493290,410380,0,0,665,5163,80,2,89,21,1,0,1,44,15,115,1,2,111,2,0,0
"1112",46710,2018,26,6048870,67,19,36584960,21,47,84,4,0,15,6,0,0,1,10,0,9,0,0,17,0,0,0,7254180,75830520,1495000,0,4266720,256050,0,0,31100,16092650,0,20492310,0,0,2955010,0,0,0,72,480,21,0,33,12,0,0,1,10,0,11,0,0,41,0,0,0
"1113",46710,2019,12,5607780,22,30,57735130,35,38,69,2,0,7,3,0,0,0,19,4,6,0,1,12,0,0,0,5462650,99810740,167710,0,5123290,316780,0,0,0,31913630,7237600,16435550,0,2148350,1437430,0,0,0,65,490,4,0,14,4,0,0,0,20,4,10,0,1,21,0,0,0
"1114",46710,2020,25,11488830,51,29,71753940,32,33,88,8,0,10,4,0,0,3,8,0,18,0,3,15,0,0,0,2404500,83850110,6463390,0,3272130,198450,0,0,1554860,12822280,0,46567390,0,12364270,2139900,0,0,0,44,534,24,0,19,5,0,0,3,8,0,21,0,3,36,0,0,0
"1115",46710,2021,19,5437420,35,29,63739120,35,45,87,1,0,9,4,0,0,5,13,0,13,1,2,20,0,0,0,5232400,111886090,24090,0,2430320,834710,0,0,2148300,28091220,0,26994540,2581890,6071470,3936190,0,0,0,68,590,1,0,23,6,0,0,5,16,0,16,1,2,57,0,0,0
"1116",46710,2022,25,8709860,51,35,81226370,41,49,92,4,2,12,2,0,0,5,17,1,14,0,3,30,0,0,0,6555130,160557550,2984100,323950,3424250,221040,0,0,1756520,34548040,2370180,32635090,0,11673060,13068420,0,0,0,81,695,10,4,27,5,0,0,5,20,1,17,0,3,81,0,0,0
"1117",46710,2023,13,5122780,28,29,77747020,31,40,74,1,0,10,1,0,0,1,10,4,12,0,3,24,0,0,0,6710800,99909820,159210,0,4430600,88740,0,0,444230,23277070,12613040,33167000,0,8689910,5252130,0,0,0,70,540,2,0,23,2,0,0,1,10,4,14,0,3,59,0,0,0
"1118",46720,2018,8,4710070,25,5,8024640,5,26,42,2,0,3,3,0,0,0,3,0,2,0,0,5,0,0,0,3143450,63079340,3011190,0,1504080,194800,0,0,0,3894830,0,4129810,0,0,793720,0,0,0,46,309,10,0,11,4,0,0,0,3,0,2,0,0,15,0,0,0
"1119",46720,2019,7,2564790,10,6,10732070,7,18,37,2,0,4,0,0,1,0,2,1,3,0,0,5,0,0,0,2658950,50641960,1748510,0,803190,0,0,13090,0,3253100,2203890,5275080,0,0,770100,0,0,0,40,267,2,0,7,0,0,1,0,3,1,3,0,0,15,0,0,0
"1120",46720,2020,7,7442190,17,11,25106970,12,17,24,1,1,3,2,0,0,0,6,0,5,0,0,5,0,0,0,1624170,36539340,2483910,3864770,988010,105500,0,0,0,13089340,0,12017630,0,0,567530,0,0,0,28,199,3,3,8,3,0,0,0,7,0,5,0,0,9,0,0,0
"1121",46720,2021,7,1717280,18,2,4683770,3,18,25,0,1,3,1,0,0,2,2,0,0,0,0,7,0,0,0,1188990,38356510,0,105000,917290,125340,0,0,569650,4683770,0,0,0,0,889570,0,0,0,22,195,0,4,8,3,0,0,3,3,0,0,0,0,15,0,0,0
"1122",46720,2022,7,6412840,20,5,13548560,6,17,28,2,0,3,1,0,0,1,3,0,1,0,1,8,0,0,0,3552460,57005330,5062600,0,1283640,24090,0,0,42510,7377100,0,2423540,0,3747920,22037860,0,0,0,37,256,11,0,7,1,0,0,1,4,0,1,0,1,26,0,0,0
"1123",46720,2023,5,867420,6,11,21243120,13,22,25,0,0,2,2,0,0,1,6,0,4,0,1,4,0,0,0,2643720,44668300,0,0,244520,178710,0,0,444190,13592680,0,5194740,0,2455700,939190,0,0,0,32,186,0,0,3,2,0,0,1,6,0,6,0,1,7,0,0,0
"1124",46730,2018,7,1788810,14,5,8888520,6,26,42,1,0,5,1,0,0,0,3,0,2,0,0,7,0,0,0,2584590,64496520,90290,0,1149850,548670,0,0,0,4984440,0,3904080,0,0,742640,0,0,0,45,391,3,0,10,1,0,0,0,3,0,3,0,0,15,0,0,0
"1125",46730,2019,16,5261490,28,9,22989850,10,16,39,2,1,9,4,0,0,0,1,1,6,0,1,8,0,0,0,1824650,20358590,201430,48410,4538160,473490,0,0,0,2020980,2354950,15644770,0,2969150,1826640,0,0,0,27,171,3,2,18,5,0,0,0,1,1,7,0,1,23,0,0,0
"1126",46730,2020,9,1881540,17,10,20260470,13,21,36,3,0,4,2,0,0,0,4,0,6,0,0,3,0,0,0,2709830,51031620,610620,0,1208440,62480,0,0,0,7539810,0,12720660,0,0,1355980,0,0,0,32,243,7,0,7,3,0,0,0,4,0,9,0,0,12,0,0,0
"1127",46730,2021,3,4123210,13,9,19281800,11,22,46,1,0,2,0,0,0,0,1,0,7,0,1,4,0,0,0,3662320,68174720,2760550,0,1362660,0,0,0,0,2121500,0,13579170,0,3581130,1078170,0,0,0,43,306,9,0,4,0,0,0,0,2,0,8,0,1,13,0,0,0
"1128",46730,2022,11,8890630,30,14,33061380,17,19,33,2,0,6,1,0,1,0,6,1,6,0,1,3,1,0,0,4771500,33406410,5027410,0,3018720,36330,0,464370,0,14782040,2769990,12927530,0,2581820,1381210,343800,0,0,41,233,3,0,24,1,0,1,0,8,2,6,0,1,14,1,0,0
"1129",46730,2023,10,2827230,20,10,23130770,11,18,34,3,0,6,1,0,0,0,4,0,6,0,0,4,0,0,0,2482100,32876830,232480,0,2515450,79300,0,0,0,7716570,0,15414200,0,0,727250,0,0,0,27,241,4,0,15,1,0,0,0,5,0,6,0,0,13,0,0,0
"1130",46770,2018,14,4880240,39,20,38331600,22,46,66,1,0,9,3,0,0,1,7,1,11,1,0,7,0,0,0,8771100,61601340,283960,0,4057620,430400,0,0,108260,10601090,1875300,24406090,1449120,0,881490,0,0,0,91,440,4,0,24,7,0,0,4,7,1,13,1,0,16,0,0,0
"1131",46770,2019,22,9383650,48,17,39109440,18,48,86,2,0,16,1,1,2,0,7,1,9,0,0,10,0,0,0,4889010,85734030,2364380,0,6588670,13540,261060,156000,0,11425950,2041430,25642060,0,0,810050,0,0,0,79,604,4,0,35,1,5,3,0,7,1,10,0,0,15,0,0,0
"1132",46770,2020,17,5971450,38,27,60079070,31,42,92,4,0,7,5,0,1,0,8,3,14,0,2,12,0,0,0,5062580,137071170,2322850,0,2796770,838070,0,13760,0,15111580,7167210,30235930,0,7564350,2306810,0,0,0,73,746,13,0,13,11,0,1,0,11,4,14,0,2,33,0,0,0
"1133",46770,2021,22,14513490,58,24,62500770,32,59,69,5,0,13,2,0,0,0,6,5,12,1,0,9,2,0,0,7770100,92386870,4840070,0,7460500,98370,0,0,0,13209010,13914080,33546980,1830700,0,1729860,2114550,0,0,100,501,23,0,31,2,0,0,0,6,9,16,1,0,20,2,0,0
"1134",46770,2022,19,14934290,65,25,59219140,34,36,60,7,0,9,3,0,0,0,9,0,15,0,1,5,0,0,0,7991280,177834210,9937400,0,4851920,144970,0,0,0,19649500,0,35358360,0,4211280,7241950,0,0,0,80,736,39,0,23,3,0,0,0,12,0,21,0,1,13,0,0,0
"1135",46770,2023,12,9178820,38,20,64689710,25,49,78,4,0,3,2,1,1,1,6,0,14,0,0,9,0,0,0,7307180,137631010,3077300,0,1376940,755170,3801850,14080,153480,15655900,0,49033810,0,0,18426670,0,0,0,86,658,22,0,8,5,1,1,1,8,0,17,0,0,19,0,0,0
"1136",46780,2018,13,4122550,30,16,35217510,20,48,69,1,0,7,2,1,0,1,6,1,8,1,0,7,1,0,0,8727750,51232330,38890,0,2586130,413570,834180,0,30370,8036610,2209820,23406130,1564950,0,1328630,219410,0,0,98,442,1,0,19,3,5,0,1,6,1,12,1,0,24,1,0,0
"1137",46780,2019,16,5032510,35,14,27212670,16,34,55,0,0,13,1,0,1,0,3,1,5,2,3,14,1,0,0,4426410,70077050,0,0,4648410,82710,0,13720,0,4527220,2283520,8088880,5357250,6955800,2329940,287670,0,0,55,366,0,0,31,1,0,1,0,3,1,5,3,4,42,2,0,0
"1138",46780,2020,9,2393080,22,14,34906760,18,34,39,2,0,4,2,0,1,0,4,2,8,0,0,7,0,0,0,5206620,64751280,163510,0,2045660,160850,0,23060,0,6824580,4302820,23779360,0,0,801730,0,0,0,56,290,5,0,12,3,0,2,0,4,3,11,0,0,16,0,0,0
"1139",46780,2021,6,5784130,12,16,37165940,22,23,46,1,0,3,1,1,0,0,5,1,10,0,0,7,0,0,0,4428270,78724640,2293920,0,1192380,2279420,18410,0,0,9712180,2041770,25411990,0,0,7814370,0,0,0,43,345,1,0,9,1,1,0,0,7,1,14,0,0,50,0,0,0
"1140",46780,2022,9,3074400,28,17,40050770,20,27,41,2,0,6,1,0,0,0,7,2,5,1,2,6,0,0,0,5206130,92256760,306350,0,2739710,28340,0,0,0,14510620,5279030,12665330,2131530,5464260,800170,0,0,0,51,390,8,0,18,2,0,0,0,9,3,5,1,2,10,0,0,0
"1141",46780,2023,12,4748720,39,7,20698950,8,35,47,3,0,6,1,0,0,2,1,1,5,0,0,6,0,0,0,7667130,70795540,1082770,0,2536210,99380,0,0,1030360,2408830,1853020,16437100,0,0,2000230,0,0,0,68,369,18,0,16,3,0,0,2,1,2,5,0,0,22,0,0,0
"1142",46790,2018,25,8453510,69,17,31757740,18,60,110,5,1,16,3,0,0,0,8,1,7,1,0,37,0,0,0,7295060,92246060,2380660,44520,5308050,720280,0,0,0,12195340,1965080,15601520,1995800,0,6167540,0,0,0,111,638,16,4,41,8,0,0,0,8,1,8,1,0,105,0,0,0
"1143",46790,2019,33,13529180,69,24,42688440,25,55,95,5,3,12,8,1,3,0,18,0,6,0,0,30,1,0,0,7137570,124810400,4852180,161900,5066870,961800,11340,413370,0,29777250,0,12911190,0,0,8162700,2061720,0,0,93,652,10,9,30,14,1,4,0,19,0,6,0,0,100,1,0,0
"1144",46790,2020,28,11724920,70,29,71096050,34,40,90,7,0,12,6,0,2,1,18,1,9,0,1,33,0,0,0,5257930,114904150,5129750,0,5175950,739580,0,214320,465320,35356670,2380540,30918140,0,2440700,8103310,0,0,0,63,602,25,0,29,12,0,3,1,18,1,14,0,1,95,0,0,0
"1145",46790,2021,18,10633410,45,33,72867180,39,68,92,2,0,14,1,0,0,1,16,2,12,1,2,37,0,0,0,11497850,109449780,4653770,0,5515850,74650,0,0,389140,31149380,4695620,32267460,48500,4706220,13540780,0,0,0,117,650,7,0,36,1,0,0,1,17,2,17,1,2,143,0,0,0
"1146",46790,2022,31,12275110,84,33,81089940,44,61,101,7,1,12,7,0,2,2,16,0,14,0,3,43,0,0,0,8515370,188838060,5717960,1809440,3920260,432410,0,361100,33940,38871020,0,31897350,0,10321570,26958190,0,0,0,93,714,16,27,25,11,0,3,2,23,0,18,0,3,139,0,0,0
"1147",46790,2023,23,9996570,58,27,66220310,30,60,97,4,1,13,3,0,1,1,16,0,11,0,0,49,0,0,0,6581680,200973810,2727220,24960,6605920,85160,0,109120,444190,34335500,0,31884810,0,0,22788310,0,0,0,79,838,19,1,32,4,0,1,1,16,0,14,0,0,173,0,0,0
"1148",46800,2018,10,8217910,24,12,24635920,13,34,58,2,0,4,3,0,1,0,3,0,9,0,0,15,0,0,0,3644620,60219730,5613980,0,2040690,466520,0,96720,0,4650370,0,19985550,0,0,2370330,0,0,0,55,350,4,0,11,8,0,1,0,3,0,10,0,0,33,0,0,0
"1149",46800,2019,14,7595830,34,17,34614540,18,41,60,3,0,9,1,0,0,1,2,2,12,0,1,12,0,0,0,3988120,57837310,4167420,0,2870440,158110,0,0,399860,3193270,4112580,25078500,0,2230190,2399080,0,0,0,58,422,12,0,20,1,0,0,1,2,3,12,0,1,36,0,0,0
"1150",46800,2020,25,13611630,64,26,64042730,34,40,82,8,2,8,4,0,0,3,6,1,19,0,0,14,0,0,0,6359240,152431630,8327000,359770,3458850,188530,0,0,1277480,11525290,1900140,50617300,0,0,2571710,0,0,0,69,639,33,2,20,6,0,0,3,6,1,27,0,0,32,0,0,0
"1151",46800,2021,15,5895760,57,25,63486890,30,36,72,4,0,9,2,0,0,0,6,0,14,2,3,15,0,0,0,7193310,105948050,1239380,0,4616680,39700,0,0,0,10537400,0,40103420,3991580,8854490,2474970,0,0,0,69,441,27,0,27,3,0,0,0,6,0,18,3,3,37,0,0,0
"1152",46800,2022,20,10023610,54,32,79372210,36,32,57,2,1,13,3,0,0,1,11,1,16,0,4,15,0,0,0,4705250,121830210,2121410,358080,6913740,490110,0,0,140270,23271520,2247410,43116560,0,10736720,4245960,0,0,0,47,458,4,7,38,4,0,0,1,11,1,20,0,4,51,0,0,0
"1153",46800,2023,10,2602290,27,24,62923700,28,33,57,3,0,4,2,0,1,0,6,1,13,0,4,17,0,0,0,5309400,94582570,437950,0,2015820,131870,0,16650,0,12371920,3204290,30427170,0,16920320,11053860,0,0,0,52,431,12,0,12,2,0,1,0,6,1,17,0,4,78,0,0,0
"1154",46810,2018,9,8140840,33,5,6871990,7,28,51,2,0,4,0,1,0,1,2,1,2,0,0,7,1,0,0,3573880,52457210,4892750,0,1975110,0,10950,0,426890,1454350,1768830,3648810,0,0,1096690,835140,0,0,49,303,15,0,15,0,1,0,1,4,1,2,0,0,16,1,0,0
"1155",46810,2019,10,3451200,22,31,61050800,35,26,47,1,0,7,1,0,0,1,11,1,15,2,2,13,0,0,0,2606840,83982970,140370,0,2556610,382540,0,0,371680,19705070,3020650,30107800,3567360,4649920,2501760,0,0,0,46,369,5,0,14,2,0,0,1,11,1,19,2,2,32,0,0,0
"1156",46810,2020,13,5585360,25,13,33492080,24,25,46,2,0,8,2,0,0,1,5,1,6,0,1,13,0,0,0,4352130,63009160,1930670,0,3117900,487190,0,0,49600,9020030,1905450,18506470,0,4060130,4152930,0,0,0,49,337,3,0,18,3,0,0,1,5,1,16,0,2,43,0,0,0
"1157",46810,2021,25,8509120,60,17,37917590,18,33,55,5,0,12,5,0,2,1,5,3,8,0,1,12,0,0,0,3517120,91885910,2127690,0,5476600,420060,0,54870,429900,10143140,6586350,18801040,0,2387060,1792610,0,0,0,50,383,17,0,33,7,0,2,1,5,3,9,0,1,29,0,0,0
"1158",46810,2022,9,4581650,28,17,36519760,22,26,61,0,0,8,0,0,0,1,5,0,9,0,3,12,0,0,0,4356080,155188160,0,0,3983240,0,0,0,598410,8551630,0,20943070,0,7025060,6321480,0,0,0,48,558,0,0,27,0,0,0,1,5,0,12,0,5,41,0,0,0
"1159",46810,2023,14,6470560,24,23,56794820,23,33,47,1,0,7,4,0,0,2,6,0,15,1,1,13,0,0,0,5957870,123334320,2146140,0,3540860,276310,0,0,507250,11823420,0,38783740,50370,6137290,20960240,0,0,0,47,490,3,0,14,5,0,0,2,6,0,15,1,1,46,0,0,0
"1160",46820,2018,28,10954880,64,35,62332870,43,55,124,5,0,16,4,0,1,1,13,0,20,1,1,22,1,0,0,5854670,128706640,3996970,0,5247090,112460,0,28470,467460,18665840,0,39643250,1865850,2157930,2706250,1102430,0,0,87,779,20,0,35,6,0,1,1,13,0,28,1,1,45,1,0,0
"1161",46820,2019,25,16421880,59,52,109656450,67,65,113,3,0,15,4,0,1,1,14,2,32,1,3,25,1,0,0,8269980,115079430,6936330,0,6356980,362310,0,11340,11340,25066720,3827870,74158870,607020,5995970,4954940,2743580,0,0,108,707,4,0,45,5,0,1,1,17,2,44,1,3,77,3,0,0
