"","RVSN_ADDR_CD","year","misc_n","misc_cost","misc_case","deliv_n","deliv_cost","deliv_case","N46_n","N97_n","O00_n","O01_n","O02_n","O03_n","O05_n","O06_n","O08_n","O80_n","O81_n","O82_n","O83_n","O84_n","Z32_n","O04_n","NA_n","O07_n","N46_cost","N97_cost","O00_cost","O01_cost","O02_cost","O03_cost","O05_cost","O06_cost","O08_cost","O80_cost","O81_cost","O82_cost","O83_cost","O84_cost","Z32_cost","O04_cost","NA_cost","O07_cost","N46_case","N97_case","O00_case","O01_case","O02_case","O03_case","O05_case","O06_case","O08_case","O80_case","O81_case","O82_case","O83_case","O84_case","Z32_case","O04_case","NA_case","O07_case"
"1",11110,2018,90,29847060,232,55,106755760,64,260,465,15,2,55,11,2,3,2,25,3,24,2,1,13,0,0,0,53168790,501624610,2819070,92760,24224350,942480,326740,1246480,195180,36812190,5648070,58874660,3104990,2315850,1771700,0,0,0,628,4258,39,4,159,19,3,5,3,25,3,33,2,1,22,0,0,0
"2",11110,2019,90,42163560,249,159,343353800,201,250,455,22,0,48,11,1,4,4,38,5,91,21,4,17,0,0,0,44855440,523004050,17787010,0,21558650,765010,62550,487410,1502930,63090320,9109630,222003520,34941620,14208710,1999790,0,0,0,524,4103,75,0,138,22,2,6,6,44,5,126,21,5,21,0,0,0
"3",11110,2020,81,29903170,229,123,331179710,174,235,447,6,0,58,11,2,2,1,31,8,66,10,8,17,1,0,0,52393090,647740300,1920610,0,25811610,1085850,151980,367150,37170,62761280,17960430,191955360,18353840,40148800,1904640,528800,0,0,592,4015,36,0,161,22,3,4,1,35,9,107,11,12,27,2,0,0
"4",11110,2021,79,49005030,229,155,433480300,249,254,485,8,0,54,9,1,5,1,29,13,92,13,8,11,1,0,0,52748500,728865820,6760680,0,37549900,2032410,100680,2281700,153380,62695970,39536910,279457040,26073260,25717120,3597730,126280,0,0,638,4201,32,0,162,15,2,10,6,45,17,161,13,13,34,2,0,0
"5",11110,2022,75,42818500,226,159,405113410,210,232,447,11,0,50,12,0,0,2,38,6,98,13,4,18,0,0,0,55507410,740946140,10544760,0,28369090,3614520,0,0,290130,81851320,15585050,264054010,31566190,12056840,5408440,0,0,0,571,4009,61,0,144,18,0,0,3,47,6,135,13,9,46,0,0,0
"6",11110,2023,60,29472500,165,145,428855360,199,254,496,12,0,31,13,1,2,0,24,9,94,11,7,11,1,0,0,59881180,871914280,7831660,0,18154030,1693220,84950,89340,0,69121620,28203160,288977410,24046790,18506380,1807180,1619300,0,0,587,4183,44,0,91,24,2,2,0,25,9,141,15,9,14,2,0,0
"7",11140,2018,131,58255900,333,69,138960510,95,358,621,20,3,75,21,2,4,4,26,4,32,6,1,31,2,0,0,73481050,536393620,18211710,140690,32287290,4080500,21900,1063990,646850,46279580,7357410,71753410,10310770,3259340,8845160,1802970,0,0,897,5145,66,6,203,36,2,10,8,33,4,48,8,2,108,2,0,0
"8",11140,2019,130,41453120,351,219,474556430,288,310,647,26,1,75,16,3,3,5,51,13,135,14,6,24,1,0,0,55959500,662168850,8712050,25240,29292840,659880,575120,963060,1190590,79542570,28476550,321711210,26054900,18771200,4126830,34340,0,0,785,5610,70,1,238,24,5,6,5,63,15,184,15,11,50,2,0,0
"9",11140,2020,130,81102140,360,216,542958430,369,313,641,26,2,73,18,4,2,5,65,8,123,12,8,24,0,0,0,63788690,929344500,30051960,38180,43224140,5980700,303070,30650,1473440,136800850,18912070,335345010,26937590,24962910,5241810,0,0,0,758,5427,88,3,226,30,4,2,7,99,9,237,12,12,56,0,0,0
"10",11140,2021,136,75909990,387,225,592921440,417,319,663,26,1,73,23,1,3,8,45,14,143,9,14,22,1,0,0,66746670,1045387940,14142440,792430,42811220,3668460,11780,209750,14143090,88228390,32362140,393342120,20945130,58043660,4047930,130820,0,0,825,5670,67,3,262,38,1,4,11,66,16,295,9,31,53,1,0,0
"11",11140,2022,116,46678290,296,230,576808320,345,308,582,17,2,68,14,1,3,8,55,9,152,8,6,22,3,0,0,64330130,960195690,2748940,404500,34447480,2461600,122570,1509470,2101280,112080270,20347710,403569550,19734160,21076630,7261240,2882450,0,0,752,4965,38,5,196,30,3,5,14,66,10,252,9,8,73,5,0,0
"12",11140,2023,84,51207920,218,195,549709530,254,298,561,10,1,52,8,2,2,7,42,8,120,6,19,27,2,0,0,71348850,1245556880,14805510,344420,30038480,669510,264440,524110,2139140,98284960,22574140,345696710,13177360,69976360,7426660,2422310,0,0,711,5499,24,2,159,13,2,3,12,49,8,169,6,22,73,3,0,0
"13",11170,2018,207,69159090,541,152,316907310,206,524,976,40,5,118,22,2,7,12,57,11,74,6,4,73,1,0,0,91051740,1061010610,19798270,340510,39744570,3458490,35240,2403310,2773910,93347310,22293660,178101380,11270350,11894610,18914040,604790,0,0,1180,8963,122,8,342,39,3,11,12,80,17,98,6,5,222,4,0,0
"14",11170,2019,206,83461240,603,327,755642370,439,526,1006,38,3,117,25,3,4,15,96,13,171,21,26,80,1,0,0,94348580,1280172910,28232840,2851480,45454510,3360390,182300,249590,3046880,182787980,34379550,425023710,40559730,72891400,29474020,83250,0,0,1230,9594,136,34,363,40,3,6,20,121,13,243,26,36,309,1,0,0
"15",11170,2020,225,91917950,563,330,789811970,493,549,1081,45,3,121,28,4,7,15,95,26,175,15,19,65,2,0,0,95628800,1784876630,25055550,1938250,51164250,8743190,534340,881140,3370790,186514880,57123600,455551020,29746470,60876000,16923540,230440,0,0,1222,9930,124,19,336,48,6,9,18,129,31,280,18,35,180,3,0,0
"16",11170,2021,212,116651300,610,436,1072050720,752,577,1202,27,2,126,29,4,8,12,111,17,269,16,23,48,4,0,0,104130980,2110780800,15573240,1691640,76204650,11073450,264650,2530060,6571670,226473950,41970150,697620560,31777360,74208700,18514050,2741940,0,0,1287,11033,66,21,421,69,4,9,14,178,23,495,17,39,178,6,0,0
"17",11170,2022,234,121466490,622,424,1091040040,616,583,1183,30,1,130,29,2,4,36,94,18,281,12,19,59,2,0,0,118620070,2203886230,11335800,38290,89241960,8715320,107160,682820,9971250,198080520,45522870,751842550,31828070,63766030,23783060,1373890,0,0,1378,10541,67,1,422,59,4,9,57,125,20,434,13,24,188,3,0,0
"18",11170,2023,201,105508450,552,405,1167115180,545,600,1151,25,3,128,22,3,4,13,84,17,282,9,13,65,3,0,0,130075260,2552214050,15413920,3083840,70310060,4487180,258950,1013640,3895090,193145160,47027790,851943760,26651620,48346850,19851770,7045770,0,0,1446,10893,73,21,390,36,3,6,19,109,18,388,9,21,194,4,0,0
"19",11200,2018,336,122834770,842,232,471094530,331,862,1469,46,2,196,47,7,9,26,66,23,127,8,8,38,3,0,0,159856530,1438198060,32023240,827920,76326180,6664700,153400,500480,5399460,108657960,43507980,289759810,13547670,15621110,9076860,939390,0,0,2030,12701,176,12,523,70,9,12,36,84,34,187,15,11,94,4,0,0
"20",11200,2019,356,137413100,1079,585,1311052720,763,930,1624,67,7,193,50,2,3,31,157,50,317,33,28,62,3,0,0,158891380,1891466690,36992440,9742830,77617480,5271130,53060,389910,7121320,279159440,104945060,785233780,63723200,77991240,25436900,224930,0,0,2013,14469,211,143,569,86,3,7,54,187,55,446,38,37,219,6,0,0
"21",11200,2020,372,189214540,1061,636,1521419030,1040,863,1619,52,6,205,66,10,6,24,145,50,373,36,32,57,3,0,0,174886110,2324902940,55560270,5449750,107148100,6951250,4020900,443910,9219310,281107770,120756580,962389870,76621550,80543260,15598120,421050,0,0,2126,14120,182,99,608,111,16,8,34,214,68,668,39,51,129,3,0,0
"22",11200,2021,370,202907230,1102,721,1758971610,1190,868,1648,46,4,211,53,8,8,35,153,36,462,33,37,63,5,1,0,189348670,2779106450,62197160,1443270,110661360,10523830,634350,5352350,8760820,330074020,87391340,1167417680,64070040,110018530,11751320,3334090,2056370,0,2080,15118,225,28,652,107,14,16,50,221,43,830,36,60,108,10,1,0
"23",11200,2022,307,190893140,917,662,1698972340,1001,758,1455,35,5,174,32,6,7,39,122,33,451,19,37,46,8,0,1,178723080,2570536360,61020790,4342010,94143030,10216660,436700,7047190,7561360,269930510,83748440,1152886020,49502290,142905080,15094910,6108430,0,16970,1923,12845,147,26,564,76,8,19,62,163,42,719,19,58,163,14,0,1
"24",11200,2023,261,121086670,686,546,1517583790,696,816,1522,35,3,145,36,6,2,29,106,29,350,25,36,72,5,0,0,175595060,2849621660,32784270,2821120,66301380,6555110,1185510,774300,5826590,256007250,77765330,990427840,56870550,136512820,15105840,4838390,0,0,1820,14096,123,24,394,66,13,5,52,119,41,450,28,58,160,9,0,0
"25",11215,2018,249,84920010,643,245,483050850,313,663,1296,48,0,152,40,3,1,4,80,12,137,7,9,36,1,0,0,100851310,1096898990,25725050,0,54089470,3757550,543280,80650,711160,126491060,21566420,306403670,10540270,18049430,15808320,12850,0,0,1392,9706,142,0,427,63,4,1,5,88,22,185,7,11,78,1,0,0
"26",11215,2019,281,104464470,736,438,1003874410,576,722,1345,56,1,166,39,3,6,7,127,18,266,12,15,32,3,0,0,111117330,1253414410,26178820,1259570,69761740,4246860,182360,639160,1517680,214528610,44421420,664154790,22080810,58688780,12232540,678280,0,0,1492,10610,205,7,424,71,4,13,9,147,31,355,27,16,83,3,0,0
"27",11215,2020,251,98893490,634,401,996076540,526,666,1327,34,2,150,41,5,9,7,115,13,249,8,16,31,3,0,0,117119440,1648339220,24613870,504690,65048220,6305560,324110,493880,878230,222159060,31935930,678543700,14943470,48494380,16367000,724930,0,0,1425,10865,130,7,383,73,7,15,12,137,16,342,11,20,56,7,0,0
"28",11215,2021,299,180654880,821,484,1241363090,729,663,1275,54,2,185,38,2,4,11,102,22,312,29,19,37,3,4,0,128391330,1827223850,64181170,672360,92605000,10052520,93170,755960,7596410,214341210,57001150,850214620,60930520,58875590,16584650,4698290,8749610,0,1459,10692,197,12,523,65,2,4,14,141,32,492,29,35,96,4,4,0
"29",11215,2022,244,124988420,648,475,1302628830,662,645,1157,28,1,161,30,4,6,13,83,15,325,33,19,32,1,0,0,144718960,2080052330,24938380,191510,83185540,5322560,664200,1719140,5585580,181736430,39003490,929681830,71616210,80590870,6974390,3381510,0,0,1492,10246,97,1,472,46,6,9,16,113,19,464,36,30,73,1,0,0
"30",11215,2023,194,97637500,527,453,1305005190,584,628,1156,23,0,123,25,5,4,12,75,20,305,31,22,36,2,0,0,130930110,2119492890,24576340,0,62456440,4197530,565610,351760,5143380,175041150,64685030,898743700,71467250,95068060,7845390,346440,0,0,1406,10614,88,0,367,38,8,5,14,82,28,402,31,41,81,7,0,0
"31",11230,2018,217,97632360,672,156,324064660,224,623,1194,39,6,134,28,0,2,5,57,8,79,6,6,25,3,0,0,108533820,826223600,25551450,2531670,62625880,2950480,0,256030,2502640,96205470,15672760,187151400,9400340,15634690,7797520,1214210,0,0,1414,8235,143,48,402,52,0,6,13,64,8,136,8,8,67,8,0,0
"32",11230,2019,263,117158130,802,439,963309990,673,611,1172,43,3,151,43,1,6,15,144,20,243,16,16,41,1,0,0,99459120,790089450,32913980,2835870,69068250,6078560,23550,2902950,3323760,246503130,45141670,606409240,27943280,37312670,8770160,11210,0,0,1248,8812,176,47,462,85,2,10,19,149,24,462,19,19,80,1,0,0
"33",11230,2020,267,128878960,740,433,1092484780,732,676,1251,39,3,157,45,4,0,17,129,18,261,11,14,44,2,0,0,154296040,1111833240,29002850,1233910,82033070,9418940,298720,0,4377910,259583940,47975050,718762990,22694710,43468090,19555810,2513560,0,0,1630,8407,121,9,482,84,7,0,30,154,21,523,13,21,140,7,0,0
"34",11230,2021,291,172056330,888,509,1343642970,872,713,1273,37,5,178,43,5,5,15,125,17,324,21,22,35,3,0,0,165061500,1295293080,53399980,383170,99725340,5609300,697800,642840,2780050,274465070,50526460,908139070,46874220,63638150,5274150,8817850,0,0,1782,9281,160,11,593,83,8,7,21,146,24,634,35,33,82,5,0,0
"35",11230,2022,271,168560720,814,512,1394203260,805,703,1217,31,1,171,39,5,2,19,132,16,330,16,18,35,3,0,0,165440260,1436904760,58994720,12130,93461920,8645870,589360,285010,3744110,279047160,41841300,961472200,32573500,79269100,8832060,2827600,0,0,1703,9033,119,1,570,80,9,4,27,156,18,587,18,26,71,4,0,0
"36",11230,2023,198,100336720,573,489,1417729620,633,656,1182,25,0,119,30,3,6,11,109,23,322,12,23,31,4,0,0,140095660,1747242260,20318670,0,64467830,3896730,171900,2685040,3288300,249004650,75535000,966641070,29638250,96910650,8291930,5508250,0,0,1471,9708,104,0,363,58,4,20,20,117,25,444,12,35,83,4,0,0
"37",11260,2018,278,127299520,850,210,411204970,282,644,1298,61,0,158,44,4,1,9,73,15,117,5,0,33,1,0,0,91469160,1102578920,54030150,0,66068010,4582070,64380,777980,1249630,108171500,26562680,268168130,8302660,0,6013650,527300,0,0,1178,9631,220,0,511,92,4,1,21,78,21,176,7,0,92,1,0,0
"38",11260,2019,326,130680110,1006,442,998620740,586,663,1308,102,2,144,59,1,5,12,129,26,258,12,17,47,1,0,0,74727930,832716640,59349470,272590,63632830,5499950,76300,751560,1018650,217236480,56973330,652416280,27688980,44305670,7427450,78760,0,0,1160,9064,368,7,474,128,1,9,18,147,26,370,15,28,119,1,0,0
"39",11260,2020,343,158250350,1084,448,1093689710,683,646,1297,81,3,167,70,4,4,14,106,34,273,12,23,58,0,0,0,82177080,1035443170,57799380,878180,82187800,13812720,560030,297090,2715150,202390930,76725560,719069700,30326030,65177490,11153460,0,0,0,1140,9072,308,11,589,144,6,5,21,131,35,460,18,39,184,0,0,0
"40",11260,2021,356,174689530,1124,524,1361835080,817,722,1354,77,4,190,59,0,4,19,125,25,340,12,22,50,3,0,0,106341310,1424214620,59628880,437960,96156790,10431610,0,2478500,3296870,245655590,71243510,948809280,27391430,68735270,32528820,2258920,0,0,1443,9969,266,8,681,124,0,12,29,143,30,598,16,30,152,4,0,0
"41",11260,2022,290,146070200,879,520,1423811160,724,686,1401,58,1,162,48,3,3,13,111,23,352,9,25,59,2,0,0,102151900,1635366450,47199360,933000,79748720,12064380,201970,450500,2118460,226128030,60004020,1037352290,17952710,82374110,28210460,3353810,0,0,1325,10913,191,9,542,101,5,4,19,128,28,528,10,30,196,8,0,0
"42",11260,2023,261,135983440,769,551,1642151110,702,640,1402,57,2,134,47,1,4,7,91,30,377,9,44,42,9,0,0,102854290,1667126390,39705480,438610,77963200,7141420,85980,481460,4622050,193244280,81329420,1157623910,23214130,186739370,9839080,5545240,0,0,1148,11005,180,3,470,81,1,11,9,99,37,492,11,63,159,14,0,0
"43",11290,2018,307,141335790,868,215,400741620,259,777,1372,64,2,185,35,1,5,13,80,13,78,38,6,23,2,0,0,131307720,903759640,65222230,301630,69560840,3111430,86780,1687780,1306070,130232460,24969790,165657880,59041730,20839760,5156400,59030,0,0,1782,9552,200,4,573,59,2,11,16,94,13,105,38,9,74,3,0,0
"44",11290,2019,301,120418030,871,417,890589260,528,685,1291,68,1,171,41,3,5,11,103,36,208,57,13,35,1,0,0,115954720,1063326580,45677760,36490,67492830,3531390,196230,871570,1296230,177855940,83497520,504320520,96592410,28322870,4658740,1315530,0,0,1488,10011,241,1,520,81,5,10,12,114,48,289,61,16,81,1,0,0
"45",11290,2020,316,178256350,984,516,1247038510,806,833,1496,58,1,208,34,0,2,12,111,28,277,59,41,34,1,0,0,181686840,1489604280,62599530,170340,105636390,5176920,0,1632910,3004960,210239450,67394820,751389080,108356840,109658320,8378510,35300,0,0,2057,10978,191,1,701,72,0,3,15,135,28,525,60,58,99,1,0,0
"46",11290,2021,290,126802800,826,573,1418481360,760,864,1542,50,3,178,38,3,8,9,117,27,324,79,26,45,1,0,0,210169480,1781428600,31798560,1587080,84213940,4246530,253370,3565340,1126200,239288920,74317140,852351310,174051530,78472460,9436020,11780,0,0,2207,11602,111,15,605,65,4,16,9,144,30,467,83,36,127,1,0,0
"47",11290,2022,314,167508050,922,638,1734222640,841,815,1430,57,0,175,52,2,11,9,110,23,409,68,28,40,8,0,0,190283300,1930482330,53184560,0,84995790,9168740,158550,13056210,4976630,226541800,70413320,1186500750,150108050,100658720,9512730,1967570,0,0,2000,10943,187,0,562,103,4,25,29,126,26,585,70,34,83,12,0,0
"48",11290,2023,235,122044500,674,559,1581641650,661,804,1444,47,4,138,32,1,3,6,113,22,334,61,29,31,4,0,0,179960750,2318616140,36501310,420060,71950130,6452090,32120,2173700,1343110,242386460,68585780,985385160,141597540,143686710,6122130,3171980,0,0,1940,12220,151,5,436,61,1,7,7,123,24,416,66,32,82,6,0,0
"49",11305,2018,167,55389340,449,116,212736900,140,389,709,41,2,86,29,1,3,5,30,10,53,20,3,11,0,0,0,64183490,391387510,19316670,42200,32720750,2470750,18780,41040,779150,43211580,19690640,112934190,29491920,7408570,1417700,0,0,0,852,4674,117,2,256,59,1,3,11,34,10,69,20,7,34,0,0,0
"50",11305,2019,179,82194940,490,191,379055450,221,338,638,49,2,96,26,1,1,4,50,19,89,27,6,17,0,0,0,51981840,476883070,34818790,994190,35050510,9452220,99110,25370,1754750,82250880,39532440,200701220,41668010,14902900,2568290,0,0,0,725,4614,107,6,305,60,7,1,4,58,19,107,27,10,39,0,0,0
"51",11305,2020,165,75859030,522,199,439257800,232,445,718,40,0,86,30,2,3,4,33,10,117,28,11,12,0,0,0,95026580,714896990,32818510,0,38570450,3381230,230880,64610,793350,58843340,24466810,288665710,47940020,19341920,1037370,0,0,0,1072,5443,143,0,312,56,3,3,5,39,10,139,29,15,17,0,0,0
"52",11305,2021,173,85735160,555,250,576810780,309,421,698,40,0,96,30,2,1,3,59,6,132,41,12,13,1,0,0,93512010,676532340,31442330,0,47438650,4873180,137380,1251260,580580,114431340,15806240,345324520,71864500,29384180,1866050,11780,0,0,1078,5219,145,0,344,55,4,3,3,69,6,179,41,14,23,1,0,0
"53",11305,2022,176,96349670,587,231,567185290,272,390,663,24,0,108,31,1,4,6,46,12,134,31,8,15,1,0,1,95974050,734575240,35581160,0,53996290,4759120,363850,696970,889450,91827100,31524180,354303600,50371390,39159020,3386430,39090,0,23740,979,4826,100,0,398,68,4,8,7,55,13,162,32,10,32,1,0,1
"54",11305,2023,122,76477510,332,239,694270060,269,374,624,28,1,71,21,0,1,0,36,10,150,29,14,16,0,0,0,72283190,844031510,39064060,188470,33577380,3568300,0,79300,0,74661360,34016780,439274210,71909530,74408180,3688020,0,0,0,802,4780,84,3,199,45,0,1,0,36,10,173,31,19,38,0,0,0
"55",11320,2018,224,70282910,601,154,286506530,197,420,820,57,3,103,44,0,4,12,57,9,67,14,7,16,1,0,0,67789850,511880250,24182080,411750,37254440,4161280,0,287340,1998350,80872330,16896500,152358460,19119990,17259250,3475780,1987670,0,0,887,5604,132,9,354,73,0,7,25,66,12,94,14,11,52,1,0,0
"56",11320,2019,194,75431190,545,264,535643090,334,360,745,56,0,92,36,2,2,6,72,13,141,24,14,18,0,0,0,55609600,565989440,34951560,0,32162540,7439260,71610,36220,770000,103227480,28032670,335343520,39867250,29172170,2524030,0,0,0,750,5578,152,0,280,98,4,3,8,80,15,198,26,15,33,0,0,0
"57",11320,2020,202,87100060,558,246,561341880,276,413,769,53,1,105,34,1,3,5,63,13,138,14,18,24,0,0,0,83673040,674913810,34059600,134140,46395800,5523880,14060,67430,905150,103921400,30436220,349561050,29827410,47595800,3562220,0,0,0,963,5255,122,2,348,74,1,3,8,66,15,159,14,22,59,0,0,0
"58",11320,2021,215,95306540,535,277,703354850,318,456,851,43,2,107,35,9,8,8,60,10,175,16,16,19,3,0,0,93089200,839779060,24653170,270880,56788510,6111990,1696960,1960400,1057290,113801830,23478400,486567170,28321460,51185990,2835400,2767340,0,0,1041,6078,98,8,330,56,18,12,10,66,10,203,16,23,48,3,0,0
"59",11320,2022,177,88727050,518,318,799250420,376,398,784,35,1,97,30,1,5,7,74,23,181,22,18,21,1,0,0,74075160,864286650,30502350,97910,49015920,6636200,55200,402110,885740,149828000,66428650,482274310,46824980,53894480,2966720,1131620,0,0,852,5611,86,1,338,68,1,9,14,77,27,228,22,22,29,1,0,0
"60",11320,2023,159,77061830,432,301,802642740,344,397,774,38,0,80,21,3,2,14,68,18,184,12,19,22,1,0,0,81930280,1065286710,25800820,0,40781220,5479430,277440,45660,3084010,143880440,52986190,516330030,21453660,67992420,3857440,1593250,0,0,819,6192,95,0,252,44,5,2,26,70,19,222,12,21,39,8,0,0
"61",11350,2018,483,163453310,1231,247,475887340,301,845,1675,174,1,209,58,0,5,34,76,21,126,20,4,25,2,0,0,122566040,1312198660,72021820,161030,79584300,7565190,0,253010,2348030,114094470,42310840,279521360,28461240,11499430,3719800,1519930,0,0,1740,12185,331,2,724,116,0,10,46,90,25,161,20,5,57,2,0,0
"62",11350,2019,506,201889570,1292,579,1234836500,768,781,1550,201,2,203,65,1,6,26,166,30,320,43,20,41,2,0,0,102790150,909695500,101841910,1744280,82173150,10449760,24870,944670,3814010,282593850,64912480,774364670,81402640,31562860,8776540,896920,0,0,1467,10700,418,12,661,137,2,13,47,204,36,460,45,23,125,2,0,0
"63",11350,2020,497,230211130,1326,520,1214833470,681,807,1485,153,5,215,87,2,6,28,117,35,293,50,25,39,1,0,0,112451930,1257027980,102435740,1565580,100116870,11084640,76900,2385080,4673520,211696330,79396520,759006390,93270430,71463800,9838690,7872800,0,0,1529,10142,353,19,702,192,2,9,47,133,41,420,53,34,111,2,0,0
"64",11350,2021,464,187924890,1291,623,1524010450,808,853,1642,146,7,204,67,3,8,25,121,33,355,76,38,42,4,1,0,140648760,1563378410,55471180,7068460,98659310,13967760,195580,5295750,4302710,256653890,76925130,893905300,155777100,140749030,8375190,2964140,2874410,0,1677,11624,347,53,686,136,5,14,44,159,45,483,76,45,145,6,1,0
"65",11350,2022,410,178262490,1064,687,1835736300,886,813,1623,123,4,183,67,2,3,25,112,32,422,73,48,45,3,0,0,128317340,2030913530,63463620,511780,94216550,12718430,126220,561900,4487400,237083360,86502570,1182388700,145502820,184258850,7574140,2176590,0,0,1600,12288,242,6,611,143,3,7,47,127,36,594,75,54,101,5,0,0
"66",11350,2023,428,201806270,1087,670,1895791110,824,830,1670,133,4,186,67,5,5,25,101,37,424,49,59,34,3,0,0,145279510,2299925370,86590130,2425170,91306600,13044360,1033200,283060,4043420,226306550,99399650,1191762320,104933250,273389340,10997220,3080330,0,0,1694,12511,285,33,603,105,6,5,45,123,48,527,52,74,95,5,0,0
"67",11380,2018,367,131885680,967,227,441784490,302,818,1432,88,3,189,47,4,9,26,85,8,110,18,6,29,1,0,0,152669250,1281590750,52574690,1358790,69668000,4298290,148530,1348520,2397080,134568760,17120140,247743210,28434030,13918350,5286780,91780,0,0,1826,12011,232,23,564,83,12,11,40,101,9,165,21,6,66,2,0,0
"68",11380,2019,350,121396850,910,471,1092605460,613,741,1439,67,13,167,56,8,8,29,117,19,268,43,24,28,2,0,0,111011310,1593993530,42663930,1487060,63773570,6706690,292460,1075270,5307380,213334170,41935840,677513560,78088300,81733590,4123090,90490,0,0,1522,12711,231,39,475,101,12,10,40,130,20,377,49,37,48,2,0,0
"69",11380,2020,369,204431680,1013,532,1415380850,738,825,1490,75,10,179,58,8,9,23,115,21,328,39,29,39,7,0,0,142309710,2184465350,72952410,1034980,90438840,13858660,716620,8896230,3894860,233925140,61937050,943289510,90234700,85994450,5961040,12639080,0,0,1807,13530,278,22,512,107,25,19,31,134,22,490,49,43,62,19,0,0
"70",11380,2021,361,205559700,1134,605,1626783180,775,921,1706,82,3,184,39,6,15,30,130,25,372,49,29,31,2,0,0,174288480,2796917690,67507990,1143480,107267960,8663280,506780,4994840,5265360,290480850,66958670,1058673120,112824470,97846070,4126880,10210010,0,0,2192,15757,327,49,601,71,8,34,38,142,27,516,51,39,50,6,0,0
"71",11380,2022,375,176798810,1069,689,1915498650,876,784,1548,75,3,206,40,11,9,30,151,22,427,46,43,32,1,0,0,173838220,2888619600,44486130,701900,109366520,10899580,1787470,2662310,6855810,327843260,67985470,1275420560,94241000,150008360,10610320,39090,0,0,1910,14272,295,6,618,71,22,21,35,171,24,566,49,66,78,1,0,0
"72",11380,2023,291,176431000,882,572,1640022680,709,806,1519,57,7,156,40,2,9,20,100,21,403,19,29,45,0,0,0,203028330,3224664540,56308050,2372860,97314640,5950280,43540,1701670,12739960,239297270,55535140,1217030180,40906400,87253690,9134930,0,0,0,2111,13836,220,27,537,53,2,10,33,103,21,529,21,35,96,0,0,0
"73",11410,2018,248,107782040,657,151,301279240,191,564,1078,49,2,137,28,2,8,19,49,9,66,21,6,24,3,0,0,108650280,1042206270,35715800,752130,54879790,7341730,398740,3393230,5215250,81476710,15443060,153292550,33193570,17873350,4241550,85370,0,0,1357,9199,178,14,369,46,5,12,30,57,11,91,24,8,60,3,0,0
"74",11410,2019,264,109524860,690,351,806393730,460,524,1046,48,3,138,23,6,13,32,105,9,179,45,13,25,1,0,0,90976450,1182314010,38335300,265290,57820930,2548100,547990,3654190,6339200,190850420,23370720,470649700,87687320,33835570,6218750,13860,0,0,1151,9513,168,5,414,32,9,18,43,116,11,264,49,20,67,1,0,0
"75",11410,2020,260,107055830,668,384,967778720,549,545,1054,31,3,153,30,5,13,22,114,10,197,31,32,45,3,0,0,99680350,1646442860,15026610,422340,70799100,4722030,993920,4384290,5236550,214653720,31853690,565740410,63695240,91835660,7654630,5470990,0,0,1224,9873,108,6,439,52,6,21,30,133,10,319,38,49,93,6,0,0
"76",11410,2021,225,110355370,625,445,1201052300,653,643,1191,36,3,134,21,3,10,16,125,11,251,33,25,29,2,0,0,117016710,2418617620,22613470,794380,80062420,2125240,321210,1193780,3090800,272579900,26168770,738023040,84933400,79347190,6820510,154070,0,0,1430,11669,138,3,408,37,4,10,21,140,11,423,34,45,81,4,0,0
"77",11410,2022,230,132049060,645,423,1186334310,620,578,1108,34,4,137,24,3,5,22,100,8,265,26,24,36,1,0,0,123036420,2112446500,34309500,1778410,87959690,2897580,171720,355000,4507440,221448490,21484240,784208050,61394320,97799210,6819700,69720,0,0,1370,9864,111,5,448,40,6,6,27,108,8,425,28,51,67,2,0,0
"78",11410,2023,160,88328140,423,431,1281009670,621,623,1224,19,1,113,17,2,2,5,94,13,281,24,19,30,1,0,0,143094920,2767856270,14301480,260160,68436130,2419160,294950,731300,1872580,217598350,37580100,891320850,56339240,78171130,4987590,12380,0,0,1594,11729,52,1,322,31,7,4,5,105,15,449,24,28,55,1,0,0
"79",11440,2018,361,147331130,960,278,569688160,365,952,1745,80,3,185,60,4,8,19,112,18,117,19,12,64,2,0,0,164781100,1560608170,53723040,1340490,80726660,6361260,182560,385180,1159720,186453320,34847030,286638250,31263930,30485630,9723380,3452220,0,0,2133,14482,251,11,563,96,5,9,22,133,22,166,26,18,147,3,0,0
"80",11440,2019,366,137326820,1044,616,1464966260,836,916,1698,69,3,207,43,2,14,24,195,31,315,52,23,77,4,0,0,145108310,1750053500,37148110,111020,81586400,6397640,383440,3976300,3622560,410610120,74655320,818367020,99918770,61415030,18548360,4101350,0,0,1910,14445,280,4,625,72,3,26,27,217,38,494,54,33,159,7,0,0
"81",11440,2020,369,180328340,1041,674,1703981330,1071,924,1735,54,3,218,49,4,10,28,219,34,326,55,40,51,3,0,0,156226480,2340039920,41119540,727620,107220570,14885700,835410,4900840,10300650,444079940,87188400,928455760,125152200,119105030,11843740,338010,0,0,2060,14812,199,13,668,88,7,19,41,294,43,605,62,67,100,6,0,0
"82",11440,2021,345,167500160,1047,682,1836843770,1041,984,1835,42,6,218,44,5,7,19,198,14,387,48,35,54,4,0,0,167735590,2927481210,26026290,5501870,119452480,9432850,1470970,1641800,2883440,438160870,35651480,1134126470,114551710,114353240,11138400,1090460,0,0,2251,16274,143,56,724,73,11,11,23,231,14,691,49,56,95,6,0,0
